일자,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
2020-07-28,KAU19,"21,700",-300,-1.36,"21,500","22,250","21,000","51,500","1,127,050,000","21,884"
2020-07-27,KAU19,"22,000",-500,-2.22,"22,500","22,500","21,500","27,676","614,583,900","22,206"
2020-07-24,KAU19,"22,500",-300,-1.32,"22,650","22,700","22,500","20,176","456,470,200","22,624"
2020-07-23,KAU19,"22,800",0,0,"22,800","22,800","22,500","61,999","1,411,327,200","22,764"
2020-07-22,KAU19,"22,800",-200,-0.87,"23,000","23,000","22,500","44,898","1,030,202,000","22,945"
2020-07-21,KAU19,"23,000",-200,-0.86,"23,200","23,800","23,000","61,000","1,416,700,000","23,225"
2020-07-20,KAU19,"23,200",0,0,"23,200","24,200","23,150","44,018","1,025,542,850","23,298"
2020-07-17,KAU19,"23,200",400,1.75,"22,800","23,800","22,800","262,244","5,810,477,800","22,157"
2020-07-16,KAU19,"22,800",1000,4.59,"21,200","23,000","21,200","100,350","2,226,480,200","22,187"
2020-07-15,KAU19,"21,800",1200,5.83,"20,700","22,650","20,700","268,953","5,682,677,550","21,129"
2020-07-14,KAU19,"20,600",200,0.98,"19,800","20,600","19,500","90,745","1,822,212,850","20,081"
2020-07-13,KAU19,"20,400",-2250,-9.93,"22,600","22,600","20,400","138,936","2,839,134,400","20,435"
2020-07-10,KAU19,"22,650",-2500,-9.94,"24,500","24,500","22,650","107,732","2,476,590,350","22,988"
2020-07-09,KAU19,"25,150",-2750,-9.86,"27,750","27,750","25,150","68,624","1,773,336,150","25,841"
2020-07-08,KAU19,"27,900",-1000,-3.46,"28,000","28,600","27,900","93,895","2,756,010,000","29,352"
2020-07-07,KAU19,"28,900",-800,-2.69,"29,700","29,700","28,900","59,089","1,736,547,600","29,389"
2020-07-06,KAU19,"29,700",-250,-0.83,"29,950","29,950","29,700","62,523","1,866,790,500","29,858"
2020-07-03,KAU19,"29,950",-800,-2.6,"29,900","30,200","29,900","53,689","1,609,101,100","29,971"
2020-07-02,KAU19,"30,750",-50,-0.16,"30,800","30,800","30,750","237,999","7,329,219,200","30,795"
2020-07-01,KAU19,"30,800",0,0,"30,800","30,800","30,800","205,000","6,314,000,000","30,800"
2020-06-30,KAU19,"30,800",0,0,"30,800","30,800","30,800","103,892","3,199,873,600","30,800"
2020-06-29,KAU19,"30,800",0,0,"30,800","30,800","30,800","76,400","2,353,120,000","30,800"
2020-06-26,KAU19,"30,800",0,0,"31,000","31,000","30,650","350,988","10,810,776,750","30,801"
2020-06-25,KAU19,"30,800",0,0,"30,800","30,800","30,700","110,664","3,406,421,600","30,782"
2020-06-24,KAU19,"30,800",-300,-0.96,"30,800","30,800","30,700","227,365","7,067,202,000","31,083"
2020-06-23,KAU19,"31,100",-200,-0.64,"31,300","31,300","31,000","45,185","1,405,210,000","31,099"
2020-06-22,KAU19,"31,300",0,0,"31,300","31,300","31,250","48,500","1,517,650,000","31,292"
2020-06-19,KAU19,"31,300",-500,-1.57,"31,500","31,600","31,200","180,000","5,693,450,000","31,630"
2020-06-18,KAU19,"31,800",0,0,"31,800","31,800","31,750","116,434","3,705,401,200","31,824"
2020-06-17,KAU19,"31,800",-50,-0.16,"31,850","31,850","31,800","51,400","1,635,120,000","31,812"
2020-06-16,KAU19,"31,850",-50,-0.16,"32,000","32,000","31,850","49,111","1,566,252,000","31,892"
2020-06-15,KAU19,"31,900",100,0.31,"31,900","31,900","31,900","37,500","1,196,250,000","31,900"
2020-06-12,KAU19,"31,800",-400,-1.24,"32,200","32,200","31,800","89,964","2,892,325,800","32,150"
2020-06-11,KAU19,"32,200",200,0.63,"32,100","32,200","32,050","114,611","3,652,143,100","31,866"
2020-06-10,KAU19,"32,000",400,1.27,"31,600","32,000","31,600","61,860","1,973,950,000","31,910"
2020-06-09,KAU19,"31,600",500,1.61,"31,300","31,600","31,300","47,000","1,477,905,000","31,445"
2020-06-08,KAU19,"31,100",700,2.3,"30,400","31,100","30,400","68,000","2,078,800,000","30,571"
2020-06-05,KAU19,"30,400",-1000,-3.18,"30,500","30,500","30,100","46,550","1,408,480,000","30,257"
2020-06-04,KAU19,"31,400",-400,-1.26,"31,700","31,700","31,400","81,398","2,563,452,200","31,493"
2020-06-03,KAU19,"31,800",-500,-1.55,"32,300","32,300","31,650","54,550","1,740,090,000","31,899"
2020-06-02,KAU19,"32,300",-1500,-4.44,"33,900","33,900","31,700","39,000","1,275,494,200","32,705"
2020-06-01,KAU19,"33,800",-400,-1.17,"34,000","34,000","33,800","30,800","1,043,390,000","33,876"
2020-05-29,KAU19,"34,200",-200,-0.58,"34,300","34,300","34,150","30,569","1,045,659,800","34,207"
2020-05-28,KAU19,"34,400",-450,-1.29,"34,900","34,900","34,050","74,000","2,558,225,000","34,571"
2020-05-27,KAU19,"34,850",-1350,-3.73,"36,000","36,000","34,500","441,756","15,604,710,000","35,324"
2020-05-26,KAU19,"36,200",0,0,"36,200","36,200","36,200","59,491","2,153,574,200","36,200"
2020-05-25,KAU19,"36,200",0,0,"36,000","36,350","36,000","70,042","2,536,322,500","36,211"
2020-05-22,KAU19,"36,200",350,0.98,"35,600","36,700","35,600","40,000","1,437,700,000","35,943"
2020-05-21,KAU19,"35,850",2150,6.38,"34,000","36,000","34,000","27,500","962,644,000","35,005"
2020-05-20,KAU19,"33,700",550,1.66,"33,200","33,700","33,200","53,601","1,795,158,700","33,491"
2020-05-19,KAU19,"33,150",600,1.84,"33,000","33,300","33,000","165,400","5,325,010,000","32,195"
2020-05-18,KAU19,"32,550",1050,3.33,"32,000","32,550","32,000","58,700","1,904,930,000","32,452"
2020-05-15,KAU19,"31,500",100,0.32,"31,400","31,500","31,300","53,000","1,664,200,000","31,400"
2020-05-14,KAU19,"31,400",700,2.28,"31,000","31,400","31,000","46,500","1,449,900,000","31,181"
2020-05-13,KAU19,"30,700",-3250,-9.57,"33,000","33,000","30,700","96,100","3,033,850,000","31,570"
2020-05-12,KAU19,"33,950",-3050,-8.24,"36,500","36,500","33,950","75,990","2,653,589,000","34,920"
2020-05-11,KAU19,"37,000",-1150,-3.01,"37,950","37,950","37,000","23,100","867,290,000","37,545"
2020-05-08,KAU19,"38,150",-150,-0.39,"38,300","38,300","38,100","48,933","1,870,743,900","38,231"
2020-05-07,KAU19,"38,300",-200,-0.52,"38,500","38,500","38,000","68,000","2,596,170,000","38,179"
2020-05-06,KAU19,"38,500",-500,-1.28,"38,500","38,500","38,500","5,200","200,200,000","38,500"
2020-05-04,KAU19,"39,000",-500,-1.27,"39,200","39,200","39,000","2,600","101,860,000","39,177"
2020-04-29,KAU19,"39,500",-450,-1.13,"39,900","39,900","39,500","262,154","10,454,495,700","39,879"
2020-04-28,KAU19,"39,950",-50,-0.13,"40,000","40,000","39,950","307,307","12,290,264,650","39,993"
2020-04-27,KAU19,"40,000",-50,-0.12,"40,050","40,050","40,000","41,000","1,640,850,000","40,021"
2020-04-24,KAU19,"40,050",-50,-0.12,"40,050","40,100","40,050","86,875","3,493,483,750","40,213"
2020-04-23,KAU19,"40,100",-50,-0.12,"40,150","40,200","40,100","13,126","527,208,900","40,165"
2020-04-22,KAU19,"40,150",-350,-0.86,"40,500","40,550","40,100","50,000","2,023,050,000","40,461"
2020-04-21,KAU19,"40,500",0,0,"40,500","40,600","40,500","30,000","1,215,300,000","40,510"
2020-04-20,KAU19,"40,500",0,0,"40,500","40,550","40,500","69,548","2,816,709,000","40,500"
2020-04-17,KAU19,"40,500",50,0.12,"40,450","40,500","40,450","50,800","2,056,850,000","40,489"
2020-04-16,KAU19,"40,450",-50,-0.12,"40,500","40,500","40,450","33,500","1,356,275,000","40,486"
2020-04-14,KAU19,"40,500",0,0,"40,500","40,500","40,500","54,194","2,194,857,000","40,500"
2020-04-13,KAU19,"40,500",0,0,"40,500","40,500","40,450","57,500","2,328,425,000","40,494"
2020-04-10,KAU19,"40,500",0,0,"40,500","40,500","40,500","13,000","526,500,000","40,500"
2020-04-09,KAU19,"40,500",0,0,"40,500","40,500","40,100","36,000","1,457,600,000","40,489"
2020-04-08,KAU19,"40,500",250,0.62,"40,250","40,500","40,250","7,000","283,000,000","40,429"
2020-04-07,KAU19,"40,250",100,0.25,"40,250","40,300","40,250","8,430","339,557,500","40,280"
2020-04-06,KAU19,"40,150",100,0.25,"40,500","40,500","40,100","10,000","403,849,700","40,385"
2020-04-03,KAU19,"40,050",0,0,0,0,0,0,0,0
2020-04-02,KAU19,"40,050",50,0.13,"40,450","40,450","40,050","17,700","712,385,000","40,248"
2020-04-01,KAU19,"40,000",-500,-1.23,"40,000","40,000","40,000","5,500","220,000,000","40,000"
2020-03-31,KAU19,"40,500",150,0.37,"40,350","40,500","40,050","39,809","1,605,079,450","40,320"
2020-03-30,KAU19,"40,350",300,0.75,"40,200","40,350","40,200","6,000","241,531,950","40,255"
2020-03-27,KAU19,"40,050",0,0,"40,300","40,400","40,050","33,300","1,335,765,000","40,113"
2020-03-26,KAU19,"40,050",-50,-0.12,"40,050","40,300","40,050","100,500","4,017,700,000","39,977"
2020-03-25,KAU19,"40,100",50,0.12,"40,200","40,300","40,100","24,500","985,036,000","40,206"
2020-03-24,KAU19,"40,050",0,0,"40,050","40,450","40,050","23,000","921,550,000","40,067"
2020-03-23,KAU19,"40,050",0,0,"40,100","40,400","40,050","25,000","1,003,850,000","40,154"
2020-03-20,KAU19,"40,050",-150,-0.37,"40,100","40,450","40,050","31,510","1,266,669,400","40,199"
2020-03-19,KAU19,"40,200",200,0.5,"40,200","40,450","40,200","53,500","2,154,210,650","40,266"
2020-03-18,KAU19,"40,000",-200,-0.5,"40,500","40,500","40,000","32,000","1,288,016,000","40,251"
2020-03-17,KAU19,"40,200",-250,-0.62,"40,500","40,600","40,200","25,740","1,041,000,000","40,443"
2020-03-16,KAU19,"40,450",150,0.37,"40,400","40,450","40,100","20,000","806,750,000","40,338"
2020-03-13,KAU19,"40,300",400,1,"40,300","40,300","39,950","12,600","506,870,000","40,228"
2020-03-12,KAU19,"39,900",100,0.25,"39,900","40,500","39,900","39,000","1,569,850,000","40,253"
2020-03-11,KAU19,"39,800",0,0,"40,200","40,250","39,800","21,600","864,200,000","40,009"
2020-03-10,KAU19,"39,800",0,0,"40,100","40,100","39,800","6,500","260,200,000","40,031"
2020-03-09,KAU19,"39,800",0,0,"39,800","39,800","39,800","1,500","59,700,000","39,800"
2020-03-06,KAU19,"39,800",200,0.51,0,0,0,0,0,0
2020-03-05,KAU19,"39,600",-500,-1.25,"39,550","39,600","39,550","10,800","427,330,000","39,568"
2020-03-04,KAU19,"40,100",600,1.52,"39,750","40,100","39,700","9,000","359,350,000","39,928"
2020-03-03,KAU19,"39,500",150,0.38,"39,500","39,500","39,500","10,000","395,000,000","39,500"
2020-03-02,KAU19,"39,350",0,0,"39,350","39,350","39,350","3,000","118,050,000","39,350"
2020-02-28,KAU19,"39,350",0,0,"39,500","39,500","39,350","15,500","611,825,000","39,473"
2020-02-27,KAU19,"39,350",50,0.13,"39,600","39,600","39,350","29,250","1,156,167,500","39,527"
2020-02-26,KAU19,"39,300",300,0.77,"39,300","39,300","39,300","4,000","157,400,000","39,350"
2020-02-25,KAU19,"39,000",-300,-0.76,"40,000","40,000","39,000","12,000","478,000,000","39,833"
2020-02-24,KAU19,"39,300",-350,-0.88,"39,300","39,300","39,300","1,500","58,950,000","39,300"
2020-02-21,KAU19,"39,650",150,0.38,0,0,0,0,0,0
2020-02-20,KAU19,"39,500",100,0.25,0,0,0,0,0,0
2020-02-19,KAU19,"39,400",0,0,"39,400","39,450","39,400","22,000","864,450,000","39,293"
2020-02-18,KAU19,"39,400",600,1.55,0,0,0,0,0,0
2020-02-17,KAU19,"38,800",0,0,"38,850","38,850","38,800","18,000","699,050,000","38,836"
2020-02-14,KAU19,"38,800",0,0,"38,800","38,800","38,800","1,500","58,200,000","38,800"
2020-02-13,KAU19,"38,800",-350,-0.89,"38,800","38,800","38,800","1,500","58,200,000","38,800"
2020-02-12,KAU19,"39,150",100,0.26,"39,400","39,400","39,150","111,000","4,346,200,000","39,155"
2020-02-11,KAU19,"39,050",250,0.64,0,0,0,0,0,0
2020-02-10,KAU19,"38,800",1700,4.58,"37,500","39,000","37,500","4,500","174,150,000","38,700"
2020-02-07,KAU19,"37,100",-450,-1.2,"38,000","38,000","37,100","6,000","223,500,000","37,250"
2020-02-06,KAU19,"37,550",-650,-1.7,"37,000","37,550","37,000","10,000","372,750,000","37,275"
2020-02-05,KAU19,"38,200",0,0,0,0,0,0,0,0
2020-02-04,KAU19,"38,200",0,0,0,0,0,0,0,0
2020-02-03,KAU19,"38,200",0,0,0,0,0,0,0,0
2020-01-31,KAU19,"38,200",100,0.26,"38,200","38,200","38,100","8,000","305,500,000","38,188"
2020-01-30,KAU19,"38,100",100,0.26,"38,100","38,100","38,100","2,000","76,200,000","38,100"
2020-01-29,KAU19,"38,000",-50,-0.13,"38,000","38,000","38,000","2,000","76,000,000","38,000"
2020-01-28,KAU19,"38,050",0,0,0,0,0,0,0,0
2020-01-23,KAU19,"38,050",50,0.13,0,0,0,0,0,0
2020-01-22,KAU19,"38,000",50,0.13,"38,600","38,600","37,900","51,000","1,949,150,000","38,219"
2020-01-21,KAU19,"37,950",-150,-0.39,"37,800","38,000","37,800","112,000","4,295,100,000","38,349"
2020-01-20,KAU19,"38,100",0,0,0,0,0,0,0,0
2020-01-17,KAU19,"38,100",-550,-1.42,"38,100","38,100","38,100","1,500","57,150,000","38,100"
2020-01-16,KAU19,"38,650",1200,3.2,"39,000","39,500","38,650","8,100","318,377,500","39,306"
2020-01-15,KAU19,"37,450",-1600,-4.1,"37,050","39,200","37,050","14,600","565,070,000","38,703"
2020-01-14,KAU19,"39,050",550,1.43,"36,300","39,050","36,300","5,000","186,450,000","37,290"
2020-01-13,KAU19,"38,500",500,1.32,"38,550","38,550","38,500","4,000","154,025,000","38,506"
2020-01-10,KAU19,"38,000",2500,7.04,"36,550","38,000","36,550","12,000","445,750,000","37,146"
2020-01-09,KAU19,"35,500",-500,-1.39,"35,500","35,500","35,500","5,000","177,500,000","35,500"
2020-01-08,KAU19,"36,000",800,2.27,0,0,0,0,0,0
2020-01-07,KAU19,"35,200",2200,6.67,"35,200","35,200","35,200","5,000","176,000,000","35,200"
2020-01-06,KAU19,"33,000",-2050,-5.85,"32,100","33,000","32,100","5,500","177,000,000","32,182"
2020-01-03,KAU19,"35,050",-1450,-3.97,"40,000","40,000","35,050","5,451","215,565,000","39,546"
2020-01-02,KAU19,"36,500",-1600,-4.2,"36,500","36,500","36,500","1,500","54,750,000","36,500"
2019-12-30,KAU19,"38,100",600,1.6,"40,000","40,000","38,100","24,939","999,485,000","40,077"
2019-12-27,KAU19,"37,500",-2000,-5.06,"37,500","37,500","37,500","35,000","1,407,000,000","40,200"
2019-12-26,KAU19,"39,500",2450,6.61,0,0,0,"35,000","1,296,750,000","37,050"
2019-12-24,KAU19,"37,050",-3850,-9.41,"40,950","40,950","37,050","123,744","5,046,393,550","40,781"
2019-12-23,KAU19,"40,900",100,0.25,"40,900","40,900","40,900","5,000","204,500,000","40,900"
2019-12-20,KAU19,"40,800",0,0,"40,800","40,800","40,800","1,100","44,880,000","40,800"
2019-12-19,KAU19,"40,800",100,0.25,0,0,0,"23,000","936,100,000","40,700"
2019-12-18,KAU19,"40,700",50,0.12,0,0,0,0,0,0
2019-12-17,KAU19,"40,650",50,0.12,0,0,0,"80,000","3,248,000,000","40,600"
2019-12-16,KAU19,"40,600",50,0.12,0,0,0,0,0,0
2019-12-13,KAU19,"40,550",100,0.25,0,0,0,0,0,0
2019-12-12,KAU19,"40,450",550,1.38,"40,500","40,500","40,450","8,000","323,775,000","40,472"
2019-12-11,KAU19,"39,900",300,0.76,"39,850","39,900","39,850","7,000","279,200,000","39,886"
2019-12-10,KAU19,"39,600",150,0.38,"39,600","39,600","39,600","7,200","285,120,000","39,600"
2019-12-09,KAU19,"39,450",200,0.51,"39,450","39,450","39,450","1,500","59,175,000","39,450"
2019-12-06,KAU19,"39,250",300,0.77,0,0,0,0,0,0
2019-12-05,KAU19,"38,950",600,1.56,0,0,0,0,0,0
2019-12-04,KAU19,"38,350",650,1.72,0,0,0,0,0,0
2019-12-03,KAU19,"37,700",0,0,"37,700","37,700","37,700","3,000","113,100,000","37,700"
2019-12-02,KAU19,"37,700",-650,-1.69,"37,700","37,700","37,700","1,500","56,550,000","37,700"
2019-11-29,KAU19,"38,350",200,0.52,"38,400","38,400","38,350","19,000","729,550,000","38,397"
2019-11-28,KAU19,"38,150",150,0.39,"38,050","38,200","38,050","38,500","1,468,175,000","38,134"
2019-11-27,KAU19,"38,000",-950,-2.44,"39,850","39,850","38,000","33,080","1,307,935,000","39,539"
2019-11-26,KAU19,"38,950",1100,2.91,0,0,0,0,0,0
2019-11-25,KAU19,"37,850",350,0.93,"38,000","38,000","37,850","15,000","569,250,000","37,950"
2019-11-22,KAU19,"37,500",650,1.76,"37,500","37,500","37,300","19,000","711,595,000","37,452"
2019-11-21,KAU19,"36,850",150,0.41,"36,700","36,850","36,700","23,820","876,187,000","36,784"
2019-11-20,KAU19,"36,700",150,0.41,"36,900","37,200","36,600","22,970","848,614,000","36,944"
2019-11-19,KAU19,"36,550",300,0.83,"36,500","36,550","36,300","23,200","846,900,000","36,504"
2019-11-18,KAU19,"36,250",1250,3.57,"36,950","36,950","36,000","16,000","587,525,000","36,720"
2019-11-15,KAU19,"35,000",-1750,-4.76,"36,950","36,950","34,550","16,500","595,875,000","36,114"
2019-11-14,KAU19,"36,750",400,1.1,"36,700","36,750","36,700","12,280","450,790,000","36,709"
2019-11-13,KAU19,"36,350",600,1.68,"36,300","36,350","36,300","14,500","526,575,000","36,316"
2019-11-12,KAU19,"35,750",250,0.7,"35,600","35,750","35,600","11,500","409,625,000","35,620"
2019-11-11,KAU19,"35,500",500,1.43,"35,300","35,500","35,300","4,300","152,035,000","35,357"
2019-11-08,KAU19,"35,000",200,0.57,"35,000","35,000","35,000","3,000","105,000,000","35,000"
2019-11-07,KAU19,"34,800",200,0.58,"34,800","34,800","34,800","3,000","104,400,000","34,800"
2019-11-06,KAU19,"34,600",300,0.87,"34,600","34,600","34,550","14,000","484,250,000","34,589"
2019-11-05,KAU19,"34,300",150,0.44,"34,250","34,300","34,250","7,000","239,875,000","34,268"
2019-11-04,KAU19,"34,150",150,0.44,"34,100","34,150","34,100","5,593","190,850,950","34,123"
2019-11-01,KAU19,"34,000",50,0.15,"33,950","34,000","33,950","6,500","220,925,000","33,988"
2019-10-31,KAU19,"33,950",50,0.15,"33,900","33,950","33,900","29,000","983,850,000","33,926"
2019-10-30,KAU19,"33,900",250,0.74,"33,850","34,000","33,850","19,509","660,580,100","33,860"
2019-10-29,KAU19,"33,650",250,0.75,"33,550","33,700","33,500","23,900","802,603,400","33,582"
2019-10-28,KAU19,"33,400",250,0.75,"33,250","33,400","33,250","16,000","533,100,000","33,319"
2019-10-25,KAU19,"33,150",150,0.45,"33,150","33,200","33,150","6,000","199,100,000","33,183"
2019-10-24,KAU19,"33,000",100,0.3,"32,950","33,050","32,950","8,500","280,425,000","32,991"
2019-10-23,KAU19,"32,900",0,0,"32,950","32,950","32,900","8,000","263,325,000","32,916"
2019-10-22,KAU19,"32,900",100,0.3,"32,850","32,900","32,850","15,500","509,675,000","32,882"
2019-10-21,KAU19,"32,800",50,0.15,"32,800","32,850","32,800","5,000","164,075,000","32,815"
2019-10-18,KAU19,"32,750",50,0.15,"32,750","32,750","32,750","4,500","147,375,000","32,750"
2019-10-17,KAU19,"32,700",0,0,"32,700","32,700","32,700","7,000","228,900,000","32,700"
2019-10-16,KAU19,"32,700",50,0.15,"32,650","32,700","32,650","6,000","196,050,000","32,675"
2019-10-15,KAU19,"32,650",100,0.31,"32,650","32,650","32,650","5,000","163,250,000","32,650"
2019-10-14,KAU19,"32,550",50,0.15,"32,550","32,550","32,550","5,000","162,750,000","32,550"
2019-10-11,KAU19,"32,500",300,0.93,"32,350","32,500","32,300","10,107","327,177,500","32,371"
2019-10-10,KAU19,"32,200",100,0.31,"32,150","32,200","32,150","8,000","257,275,000","32,159"
2019-10-08,KAU19,"32,100",50,0.16,"32,100","32,100","32,100","4,500","144,450,000","32,100"
2019-10-07,KAU19,"32,050",100,0.31,"32,000","32,050","32,000","6,000","192,050,000","32,008"
2019-10-04,KAU19,"31,950",50,0.16,"31,950","31,950","31,950","4,000","127,800,000","31,950"
2019-10-02,KAU19,"31,900",50,0.16,"31,900","31,900","31,900","3,501","111,681,900","31,900"
2019-10-01,KAU19,"31,850",0,0,"31,850","31,850","31,850","1,500","47,775,000","31,850"
2019-09-30,KAU19,"31,850",0,0,"31,850","31,850","31,700","48,823","1,552,042,550","31,789"
2019-09-27,KAU19,"31,850",100,0.31,"31,750","31,850","31,750","28,216","897,979,600","31,825"
2019-09-26,KAU19,"31,750",200,0.63,"31,700","32,000","31,600","20,000","633,984,700","31,699"
2019-09-25,KAU19,"31,550",0,0,"31,550","31,550","31,350","63,399","1,999,638,450","31,541"
2019-09-24,KAU19,"31,550",150,0.48,"31,500","31,600","31,500","15,500","488,825,000","31,537"
2019-09-23,KAU19,"31,400",300,0.96,"31,500","31,500","31,150","13,000","407,373,200","31,336"
2019-09-20,KAU19,"31,100",250,0.81,"31,100","31,100","30,900","10,584","328,162,400","31,006"
2019-09-19,KAU19,"30,850",100,0.33,"30,850","30,850","30,850","21,500","667,275,000","31,036"
2019-09-18,KAU19,"30,750",100,0.33,"30,650","30,750","30,650","7,000","214,900,000","30,700"
2019-09-17,KAU19,"30,650",150,0.49,"30,550","30,650","30,550","6,500","198,725,000","30,573"
2019-09-16,KAU19,"30,500",250,0.83,"30,300","30,500","30,300","4,500","136,950,000","30,433"
2019-09-11,KAU19,"30,250",100,0.33,"30,250","30,250","30,250","6,000","181,500,000","30,250"
2019-09-10,KAU19,"30,150",50,0.17,"30,150","30,150","30,150","4,500","135,675,000","30,150"
2019-09-09,KAU19,"30,100",100,0.33,"30,100","30,100","30,100","4,500","135,450,000","30,100"
2019-09-06,KAU19,"30,000",100,0.33,"30,000","30,000","30,000","4,500","135,000,000","30,000"
2019-09-05,KAU19,"29,900",-100,-0.33,"29,900","29,900","29,900","4,500","134,550,000","29,900"
2019-09-04,KAU19,"30,000",300,1.01,"29,950","30,000","29,950","4,500","134,825,000","29,961"
2019-09-03,KAU19,"29,700",50,0.17,"29,700","29,700","29,700","4,500","133,650,000","29,700"
2019-09-02,KAU19,"29,650",-200,-0.67,"29,650","29,650","29,650","1,500","44,475,000","29,650"
2019-08-30,KAU19,"29,850",100,0.34,"29,800","29,900","29,800","47,800","1,426,415,000","29,841"
2019-08-29,KAU19,"29,750",150,0.51,"29,700","29,850","29,700","51,500","1,533,780,000","29,782"
2019-08-28,KAU19,"29,600",100,0.34,"29,600","29,600","29,600","15,000","444,000,000","29,600"
2019-08-27,KAU19,"29,500",-100,-0.34,"29,550","29,600","29,500","20,000","590,800,000","29,540"
2019-08-26,KAU19,"29,600",300,1.02,"29,500","29,600","29,500","8,000","236,225,000","29,528"
2019-08-23,KAU19,"29,300",100,0.34,"29,250","29,300","29,250","54,500","1,591,775,000","29,207"
2019-08-22,KAU19,"29,200",200,0.69,"29,200","29,200","29,200","3,500","102,200,000","29,200"
2019-08-21,KAU19,"29,000",0,0,"29,100","29,100","29,000","6,500","189,000,000","29,077"
2019-08-20,KAU19,"29,000",-800,-2.68,"29,700","29,800","29,000","6,500","192,200,000","29,569"
2019-08-19,KAU19,"29,800",200,0.68,"29,650","29,800","29,650","3,500","104,075,000","29,736"
2019-08-16,KAU19,"29,600",-600,-1.99,"30,200","30,200","29,600","3,500","104,800,000","29,943"
2019-08-14,KAU19,"30,200",1150,3.96,"30,200","30,200","30,200","3,000","90,600,000","30,200"
2019-08-13,KAU19,"29,050",50,0.17,"29,050","29,050","29,050","1,500","43,575,000","29,050"
2019-08-12,KAU19,"29,000",250,0.87,"28,850","29,000","28,850","3,500","101,275,000","28,936"
2019-08-09,KAU19,"28,750",50,0.17,"28,750","28,750","28,750","3,500","100,625,000","28,750"
2019-08-08,KAU19,"28,700",50,0.17,"28,700","28,700","28,700","3,500","100,450,000","28,700"
2019-08-07,KAU19,"28,650",-50,-0.17,"28,700","28,700","28,650","3,500","100,300,000","28,657"
2019-08-06,KAU19,"28,700",50,0.17,"28,700","28,700","28,700","4,500","129,150,000","28,700"
